Location,Crime_Type,Time,DateOccurred,Investigation Status,CrimeCode,Comments
KASHMERE GATE,theft,06:39,2019-11-09,Closed,C1074,-
MODEL TOWN,theft,12:34,2019-10-12,Unknown,C8726,Missing information
BABA HARI DAS NAGAR,assualt murders,06:29,2020-05-21,Closed,Unknown,Missing information
AMAR COLONY,sexual harassement,06:22,2020-01-12,Unknown,C7524,Missing information
ANANDVIHAR,assualt murders,15:24,2019-10-09,Open,C9905,-
SHAHBAD DAIRY,gangrape,18:52,2019-11-05,Open,C1090,-
SARAI ROHILLA,robbery,15:54,2020-05-03,Unknown,C8410,Missing information
GANDHI NAGAR,gangrape,22:23,2020-06-14,Closed,C2693,-
MUKHERJI NAGAR,robbery,06:45,2020-05-17,Under Investigation,C5140,-
MODEL TOWN,assualt murders,14:32,2020-01-04,Open,Unknown,Missing information
KHYALA,murder,06:05,2019-11-17,Under Investigation,C6141,-
NANGLOI,murder,11:12,2020-05-28,Under Investigation,C3618,-
RAJINDER NAGAR,assualt murders,04:18,2019-07-09,Open,C7153,-
JAHANGIR PURI,theft,21:25,2019-09-11,Closed,C3611,-
SULTAN PURI,gangrape,06:49,2019-11-08,Under Investigation,C9434,-
NEW ASHOK NAGAR,gangrape,23:38,2020-01-19,Open,C3303,Missing information
RANI BAGH,theft,04:20,2020-06-17,Closed,C4116,-
DWARKA SEC-23,theft,11:40,2020-06-13,Open,C3629,-
AMAN VIHAR,robbery,14:04,2019-07-01,Unknown,Unknown,Missing information
BADAR PUR,theft,08:16,2020-05-12,Open,C9716,-
KALKAJI,robbery,04:32,2020-02-17,Under Investigation,C8675,-
KALKAJI,robbery,07:41,2020-04-17,Open,C4161,-
HAUZQAZI,gangrape,05:38,2020-06-06,Closed,Unknown,Missing information
FATEHPUR BERI,assualt murders,20:06,2020-03-04,Closed,C4286,-
KN KATJU MARG,murder,17:48,2020-04-30,Closed,C4594,-
D.B.G ROAD,assualt murders,01:00,2019-11-01,Under Investigation,C8954,-
FATEHPUR BERI,murder,15:52,2020-05-02,Unknown,C6100,Missing information
PULPRAHLAD PUR,theft,12:17,2019-07-22,Under Investigation,C1882,-
VASANT KUNJ SOUTH,rape,21:32,2019-07-06,Open,C4571,-
SARITA VIHAR,assualt murders,03:01,2020-04-28,Open,C5774,-
GULABIBAGH,theft,20:52,2019-07-09,Closed,C2198,-
KAROL BAGH,assualt murders,12:45,2019-09-23,Closed,C1554,-
MUKHERJI NAGAR,sexual harassement,00:46,2019-09-22,Closed,C5042,-
BARA HINDU RAO,assualt murders,18:13,2020-05-29,Closed,C9528,-
AMAN VIHAR,theft,21:42,2020-01-31,Under Investigation,C2918,-
PAHARGANJ,robbery,20:17,2019-09-27,Under Investigation,Unknown,Missing information
KALKAJI,murder,02:23,2020-06-05,Under Investigation,C3488,-
BINDAPUR,assualt murders,18:45,2019-12-25,Closed,C8589,-
KASHMERE GATE,robbery,12:34,2019-12-30,Open,C3589,-
DWARKA NORTH,murder,02:53,2020-02-23,Under Investigation,C4950,-
SHAHDARA,assualt murders,11:24,2019-11-17,Under Investigation,C9726,-
SHALIMAR BAGH,gangrape,03:36,2020-03-22,Open,C4654,-
PUNJABI BAGH,assualt murders,00:29,2019-07-18,Closed,C4026,-
PARSHAD NAGAR,assualt murders,07:43,2019-11-18,Open,C1274,-
BAWANA,theft,00:07,2019-12-13,Open,C3088,-
PRASHANT VIHAR,sexual harassement,01:16,2020-03-14,Closed,C8815,-
SHAHBAD DAIRY,sexual harassement,10:58,2020-06-08,Closed,C4626,-
KAPASHERA,sexual harassement,22:19,2019-09-11,Open,C1158,-
KESHAV PURAM,theft,15:43,2020-04-06,Closed,C5069,-
NEW ASHOK NAGAR,sexual harassement,09:21,2019-07-06,Under Investigation,C7184,-
KAMLA MARKET,assualt murders,06:28,2020-02-27,Under Investigation,C1479,Missing information
PANDAV NAGAR,murder,19:07,2019-08-08,Closed,C2026,-
INDERPURI,assualt murders,03:08,2020-01-30,Under Investigation,C9984,-
UTTAM NAGAR,robbery,08:18,2019-08-20,Unknown,C4006,Missing information
KN KATJU MARG,assualt murders,03:47,2019-09-17,Under Investigation,C8317,-
DWARKA SEC-23,assualt murders,01:46,2019-07-12,Open,C7111,-
MEHRAULI,assualt murders,02:58,2019-07-03,Open,C6964,-
VIKAS PURI,sexual harassement,09:41,2020-05-11,Unknown,Unknown,Missing information
VASANT KUNJ NORTH,gangrape,16:26,2019-07-21,Open,C6880,-
VIVEKVIHAR,sexual harassement,05:23,2020-01-05,Unknown,Unknown,Missing information
MOTI NAGAR,rape,00:06,2019-07-27,Open,C9649,-
BHALSWA DAIRY,gangrape,06:44,2020-01-20,Closed,C2070,-
ROHINI SOUTH,gangrape,01:20,2020-01-20,Open,C1634,-
ANANDVIHAR,theft,22:11,2019-11-26,Unknown,C1905,Missing information
TILAK NAGAR,rape,14:07,2019-07-08,Under Investigation,C2248,-
GOVIND PURI,sexual harassement,05:47,2019-11-17,Under Investigation,C1049,Missing information
KHYALA,sexual harassement,08:18,2020-01-30,Unknown,Unknown,Missing information
RANHOLA,theft,03:48,2020-02-11,Closed,C9136,-
KANJHAWALA,robbery,07:00,2019-07-12,Open,C4840,-
HARSH VIHAR,rape,23:32,2019-08-17,Closed,C2785,-
LODHI COLONY,robbery,18:40,2019-10-09,Under Investigation,C5960,-
FARASH BAZAR,sexual harassement,08:51,2020-03-04,Unknown,C1597,Missing information
MEHRAULI,robbery,01:07,2020-06-16,Unknown,C8734,Missing information
SANGAM VIHAR,gangrape,15:35,2019-11-06,Under Investigation,C1012,-
SWARUP NAGAR,rape,00:14,2020-02-04,Under Investigation,C3706,-
MAYA PURI,assualt murders,08:09,2020-03-07,Open,C5515,-
MAYURVIHAR,murder,12:31,2020-02-06,Under Investigation,C5389,-
NIHAL VIHAR,assualt murders,02:38,2019-07-01,Open,C2925,-
MAURYA ENCLAVE,robbery,14:48,2019-08-12,Under Investigation,C4921,-
BADAR PUR,gangrape,09:43,2019-08-27,Under Investigation,C5133,-
MADHUVIHAR,assualt murders,06:06,2019-09-04,Open,C1863,-
MANSAROVAR PARK,gangrape,07:13,2019-07-14,Under Investigation,C2743,-
BHARAT NAGAR,robbery,17:30,2019-08-09,Open,C1848,-
GREATER KAILASH,murder,14:33,2019-11-27,Open,C9931,-
RAJINDER NAGAR,theft,01:33,2019-12-24,Open,C2024,-
CHANAKYAPURI,theft,01:21,2020-05-13,Closed,C6288,-
PATEL NAGAR,murder,21:46,2019-12-06,Under Investigation,C5641,-
KANJHAWALA,gangrape,07:52,2020-05-27,Under Investigation,C8648,Missing information
SHALIMAR BAGH,robbery,16:36,2020-02-18,Under Investigation,C3602,-
VIVEKVIHAR,assualt murders,17:49,2019-11-30,Under Investigation,C2546,-
D.B.G ROAD,robbery,21:12,2020-06-09,Closed,C9373,Missing information
MOTI NAGAR,assualt murders,23:17,2020-02-22,Unknown,C1924,Missing information
GEETA COLONY,rape,19:16,2020-02-11,Unknown,Unknown,Missing information
MANSAROVAR PARK,murder,05:46,2019-11-17,Closed,C2240,-
GREATER KAILASH,gangrape,07:34,2019-08-28,Unknown,C2412,Missing information
DEFENCE COLONY,gangrape,04:54,2020-05-10,Open,C8408,-
MADHUVIHAR,assualt murders,09:00,2020-04-12,Closed,C7411,-
ANAND PARBAT,murder,11:06,2019-06-25,Closed,C5771,-
RANI BAGH,robbery,00:49,2019-11-21,Open,C7537,-
CHANAKYAPURI,gangrape,20:12,2020-06-20,Open,C9050,-
SARITA VIHAR,sexual harassement,14:12,2019-10-20,Closed,C8741,-
KESHAV PURAM,robbery,23:40,2019-10-02,Closed,C2918,-
JYOTI NAGAR,murder,13:25,2020-05-16,Open,C2601,-
TUGLAK ROAD,rape,08:46,2020-03-02,Unknown,C4297,Missing information
NARELA,sexual harassement,14:59,2020-03-13,Under Investigation,Unknown,Missing information
NEW USMANPUR,theft,08:33,2019-12-19,Closed,C2781,-
SHAHDARA,murder,15:09,2020-02-16,Closed,Unknown,Missing information
PUNJABI BAGH,rape,06:33,2020-03-01,Open,C8895,-
ADRASH NAGAR,sexual harassement,16:29,2019-09-13,Open,C5910,-
VASANT KUNJ SOUTH,rape,04:21,2020-02-13,Under Investigation,C5074,-
SWARUP NAGAR,murder,16:46,2020-06-02,Under Investigation,C1731,-
ZAFRABAD,gangrape,06:52,2019-08-16,Under Investigation,C7981,-
PRASHANT VIHAR,rape,19:42,2020-05-29,Under Investigation,C9259,-
SADAR BAZAR,sexual harassement,05:10,2019-07-09,Open,C4538,Missing information
KANJHAWALA,rape,06:43,2019-09-05,Closed,C5679,-
BARA HINDU RAO,robbery,15:17,2020-01-17,Unknown,Unknown,Missing information
SHALIMAR BAGH,sexual harassement,03:10,2020-03-25,Open,C4507,-
SUBZIMANDI,murder,23:34,2019-10-04,Under Investigation,C7934,-
KALYANPURI,robbery,08:05,2019-11-10,Open,C7815,-
KESHAV PURAM,theft,19:39,2019-07-18,Open,C4373,-
BABA HARI DAS NAGAR,theft,09:18,2020-04-02,Open,C6374,-
KN KATJU MARG,gangrape,11:54,2020-05-17,Under Investigation,C4699,-
SADAR BAZAR,rape,11:16,2019-09-26,Closed,C7665,-
ROHINI SOUTH,murder,11:34,2019-09-06,Under Investigation,C3915,-
GHAZIPUR,theft,05:36,2019-09-10,Closed,C2355,-
UTTAM NAGAR,assualt murders,05:16,2019-12-25,Open,C8897,-
SHAHDARA,robbery,02:20,2019-08-01,Under Investigation,C9025,-
INDERPURI,sexual harassement,14:46,2020-06-18,Under Investigation,C7037,-
RAJINDER NAGAR,rape,14:34,2020-02-25,Open,C3946,-
SHAHDARA,assualt murders,10:10,2020-02-28,Under Investigation,C4610,-
ADRASH NAGAR,sexual harassement,14:20,2020-03-19,Open,C5349,-
NEW USMANPUR,sexual harassement,22:22,2020-04-30,Closed,C9484,-
H. N. DIN,assualt murders,19:53,2020-02-06,Under Investigation,C8892,-
MODEL TOWN,rape,12:48,2019-10-15,Open,C6041,-
KALKAJI,theft,05:57,2020-03-09,Open,C5508,-
LAHORI GATE,gangrape,06:15,2020-02-15,Closed,C8516,-
SULTAN PURI,assualt murders,03:03,2019-12-25,Open,C6456,-
PASCHIM VIHAR,murder,21:13,2019-12-06,Open,C3932,-
SAGARPUR,rape,20:39,2019-07-05,Closed,C6002,-
GANDHI NAGAR,robbery,07:10,2019-08-29,Open,C1129,-
SAFDARJUNG ENCLAVE,assualt murders,05:27,2020-05-05,Unknown,C3999,Missing information
PRASHANT VIHAR,robbery,22:10,2020-03-26,Unknown,C3133,Missing information
PASCHIM VIHAR,gangrape,18:11,2019-12-03,Under Investigation,Unknown,Missing information
AMAN VIHAR,sexual harassement,14:56,2020-04-24,Under Investigation,C7415,-
ALIPUR,sexual harassement,12:52,2020-02-28,Unknown,C1492,Missing information
PRASHANT VIHAR,assualt murders,13:32,2019-11-06,Under Investigation,C9691,Missing information
MANSAROVAR PARK,theft,22:38,2020-04-06,Closed,C7872,-
ALIPUR,assualt murders,14:47,2020-06-01,Under Investigation,C9987,-
ADRASH NAGAR,theft,08:05,2019-10-21,Open,C6825,-
NEW ASHOK NAGAR,robbery,06:09,2020-01-03,Unknown,Unknown,Missing information
BINDAPUR,robbery,04:07,2019-08-31,Open,C9084,-
CHANAKYAPURI,assualt murders,17:08,2019-09-28,Under Investigation,C7639,-
SAKET,murder,15:42,2019-06-29,Closed,C2264,-
JAHANGIR PURI,assualt murders,13:51,2019-06-23,Closed,C5342,-
I.P. ESTATE,gangrape,10:25,2019-11-27,Closed,C7767,-
MUKHERJI NAGAR,assualt murders,20:17,2020-03-14,Closed,C6033,-
VASANT KUNJ NORTH,murder,17:02,2019-10-04,Closed,C4002,-
ANAND PARBAT,theft,14:25,2019-12-11,Under Investigation,C3218,-
GULABIBAGH,rape,09:36,2019-07-06,Closed,C6620,-
KARAWAL NAGAR,theft,12:08,2019-08-13,Open,C3380,-
SUNLIGHT COLONY,assualt murders,14:48,2020-02-19,Unknown,Unknown,Missing information
CONNAUGHT PLACE,murder,07:24,2019-09-28,Under Investigation,C9204,-
KESHAV PURAM,robbery,17:43,2019-08-18,Under Investigation,C8588,-
BEGUM PUR,rape,11:30,2019-07-04,Closed,Unknown,Missing information
JAMIA NAGAR,robbery,19:55,2019-11-11,Open,C4935,-
RAJOURI GARDEN,murder,00:15,2019-07-23,Closed,C6217,-
UTTAM NAGAR,murder,01:02,2020-03-11,Under Investigation,C6639,-
DWARKA SOUTH,rape,16:16,2019-11-24,Open,C3691,-
KOTALA MUBARAK PUR,assualt murders,03:08,2020-05-03,Unknown,C1823,Missing information
SWARUP NAGAR,gangrape,19:25,2020-01-04,Under Investigation,C5969,-
FATEHPUR BERI,gangrape,00:19,2020-04-04,Open,C2854,-
JAFFARPUR KALAN,sexual harassement,04:28,2019-11-01,Unknown,Unknown,Missing information
GEETA COLONY,gangrape,19:53,2019-11-03,Open,C6424,-
NABI KARIM,sexual harassement,13:47,2020-05-04,Open,C7314,-
KHAJURIKHAS,rape,07:08,2020-05-12,Open,C9262,-
ASHOK VIHAR,theft,07:23,2020-02-19,Under Investigation,C8180,-
NAJAFGARH,theft,11:27,2019-11-24,Open,C1888,-
BURARI,rape,15:08,2019-09-09,Open,C7426,-
ALIPUR,rape,18:11,2020-06-19,Under Investigation,C9231,-
NEW FRIENDS COLONY,gangrape,05:29,2019-11-20,Open,C6029,-
BARA HINDU RAO,rape,06:07,2019-08-29,Open,C1819,-
PUNJABI BAGH,assualt murders,11:39,2019-07-30,Open,C4903,-
SADAR BAZAR,robbery,09:52,2020-06-09,Closed,Unknown,Missing information
DWARKA SEC-23,murder,03:55,2019-09-21,Open,C2680,-
BINDAPUR,gangrape,17:33,2019-11-23,Closed,Unknown,Missing information
PALAM VILLAGE,robbery,19:51,2020-05-26,Open,C2505,Missing information
NEB SARAI,robbery,15:24,2019-07-19,Under Investigation,C4707,-
SHAHBAD DAIRY,gangrape,04:54,2020-06-04,Closed,C8821,-
SAFDARJUNG ENCLAVE,robbery,12:19,2020-05-16,Closed,C1350,-
SEEMAPURI,rape,14:41,2020-02-28,Under Investigation,C2233,-
NARAINA,gangrape,01:47,2019-08-23,Open,C9211,-
AMAR COLONY,assualt murders,07:18,2020-01-11,Under Investigation,C1889,-
PUNJABI BAGH,murder,11:38,2020-02-29,Under Investigation,C9921,-
SOUTH CAMPUS,robbery,06:53,2019-10-14,Closed,C7233,-
DABRI,gangrape,09:03,2019-12-21,Closed,C5239,-
KALKAJI,assualt murders,05:39,2019-11-02,Open,C7708,-
BHAJANPURI,sexual harassement,07:06,2019-09-07,Closed,C9447,-
RANHOLA,gangrape,06:37,2019-11-27,Under Investigation,C4851,-
KAROL BAGH,sexual harassement,03:17,2020-03-14,Under Investigation,C7120,-
PANDAV NAGAR,gangrape,20:03,2019-07-01,Open,C4405,-
MEHRAULI,assualt murders,21:06,2020-03-15,Under Investigation,C6627,Missing information
PULPRAHLAD PUR,gangrape,23:01,2020-05-03,Closed,C6409,-
SEELAMPUR,murder,14:59,2019-12-18,Open,C2146,-
KASHMERE GATE,theft,04:16,2019-07-01,Under Investigation,C3298,-
LODHI COLONY,sexual harassement,01:18,2019-08-26,Open,C1988,-
OKHLA,gangrape,21:00,2020-03-19,Under Investigation,C6930,-
SAFDARJUNG ENCLAVE,robbery,03:19,2019-10-25,Closed,C5768,-
SARITA VIHAR,theft,03:36,2020-05-05,Open,C4743,-
NAJAFGARH,theft,17:47,2020-06-14,Under Investigation,C6306,-
SOUTH CAMPUS,assualt murders,08:12,2020-01-27,Open,C1402,-
SUNLIGHT COLONY,theft,01:40,2020-03-04,Under Investigation,C9211,-
PRASHANT VIHAR,robbery,18:47,2019-09-04,Closed,C9423,-
KN KATJU MARG,assualt murders,11:20,2019-09-28,Under Investigation,C5994,-
SARITA VIHAR,murder,12:21,2019-07-07,Unknown,Unknown,Missing information
ALIPUR,murder,15:47,2019-08-23,Under Investigation,C9102,-
ROHINI NORTH,gangrape,23:23,2019-07-15,Closed,C1872,-
RAJOURI GARDEN,assualt murders,17:06,2019-09-19,Open,C1395,-
HARSH VIHAR,murder,05:57,2019-12-15,Under Investigation,C4028,-
MUNDKA,gangrape,08:48,2019-07-13,Under Investigation,C8400,Missing information
MANDIR MARG,murder,22:52,2019-12-08,Unknown,C4632,Missing information
MANDIR MARG,sexual harassement,00:30,2020-04-30,Closed,C1716,-
KN KATJU MARG,gangrape,00:17,2019-09-12,Under Investigation,C4509,-
PATEL NAGAR,theft,19:50,2020-06-21,Open,C3002,-
H. N. DIN,theft,20:21,2020-03-28,Under Investigation,C4183,-
MANSAROVAR PARK,murder,17:32,2020-05-19,Under Investigation,C4214,-
GREATER KAILASH,assualt murders,10:05,2019-08-05,Closed,C5561,-
PUNJABI BAGH,assualt murders,00:04,2020-02-28,Under Investigation,C7558,-
KHAJURIKHAS,theft,13:04,2019-09-19,Under Investigation,Unknown,Missing information
VIVEKVIHAR,theft,03:07,2020-05-15,Under Investigation,C6710,-
MUNDKA,sexual harassement,05:18,2019-07-24,Unknown,Unknown,Missing information
MANSAROVAR PARK,assualt murders,13:16,2019-06-23,Under Investigation,C9420,-
PREETVIHAR,sexual harassement,05:13,2020-06-06,Under Investigation,C7414,-
NAJAFGARH,rape,18:41,2019-11-07,Open,C3297,-
ROOP NAGAR,assualt murders,17:18,2019-10-22,Under Investigation,C9802,-
HARI NAGAR,rape,07:26,2019-07-16,Under Investigation,C2852,-
LAHORI GATE,rape,02:31,2019-10-11,Under Investigation,C6366,-
PATEL NAGAR,robbery,13:11,2020-05-20,Open,C6332,-
SAMAYPURBADLI,theft,10:10,2019-10-31,Under Investigation,C8420,-
MANDIR MARG,murder,19:53,2019-06-25,Closed,C1763,-
GANDHI NAGAR,sexual harassement,00:00,2019-07-06,Closed,C6043,-
RAJINDER NAGAR,assualt murders,13:12,2020-04-04,Closed,C8673,-
SUNLIGHT COLONY,sexual harassement,17:04,2020-04-24,Under Investigation,C5306,-
MOTI NAGAR,murder,16:09,2019-09-12,Open,C7715,-
SAROJINI NAGAR,robbery,15:47,2019-08-26,Under Investigation,C6718,-
MAYA PURI,sexual harassement,21:44,2019-09-16,Open,C6414,-
BAWANA,assualt murders,17:43,2020-02-21,Closed,C3482,-
MUKHERJI NAGAR,sexual harassement,11:00,2019-12-08,Closed,Unknown,Missing information
SHAHBAD DAIRY,gangrape,12:59,2019-11-12,Closed,C4158,-
NEW FRIENDS COLONY,sexual harassement,17:55,2019-10-09,Closed,C1329,-
DWARKA SOUTH,gangrape,04:46,2020-03-25,Open,Unknown,Missing information
VIKAS PURI,theft,01:01,2020-06-08,Closed,C4660,-
H. N. DIN,murder,02:02,2019-11-29,Under Investigation,C9095,-
MUKHERJI NAGAR,gangrape,22:01,2020-06-18,Closed,C2083,-
JAFFARPUR KALAN,gangrape,07:30,2020-01-12,Open,C3303,-
KRISHNA NAGAR,sexual harassement,08:49,2019-08-11,Closed,C6692,-
KHAJURIKHAS,sexual harassement,06:31,2020-05-15,Closed,C3283,-
NEW USMANPUR,murder,01:04,2020-02-24,Closed,Unknown,Missing information
PALAM VILLAGE,murder,03:24,2019-12-04,Under Investigation,C3240,-
KALKAJI,sexual harassement,08:13,2019-06-24,Open,C4428,-
NABI KARIM,assualt murders,21:19,2019-06-28,Under Investigation,C3900,-
MUKHERJI NAGAR,assualt murders,02:15,2020-02-26,Open,C9056,-
GOVIND PURI,assualt murders,02:30,2020-03-18,Closed,C6452,Missing information
MUNDKA,gangrape,05:47,2020-04-25,Open,C6344,-
HAUZQAZI,sexual harassement,04:30,2020-06-17,Under Investigation,C7637,-
ADRASH NAGAR,robbery,23:23,2019-09-30,Under Investigation,C3641,Missing information
MALVIYA NAGAR,theft,04:31,2019-12-24,Closed,C3709,-
LODHI COLONY,sexual harassement,14:16,2020-03-26,Unknown,C7091,Missing information
VASANT VIHAR,robbery,11:31,2020-05-01,Open,C7677,-
TILAK MARG,rape,11:38,2019-10-08,Under Investigation,C2036,-
DABRI,sexual harassement,22:09,2019-07-26,Closed,C8827,-
BHARAT NAGAR,assualt murders,11:49,2020-04-29,Open,C4249,-
SAKET,sexual harassement,13:28,2020-02-12,Under Investigation,C3992,-
DWARKA NORTH,sexual harassement,22:20,2019-11-21,Closed,C8254,-
KALKAJI,assualt murders,00:26,2020-05-11,Closed,C3180,-
SHALIMAR BAGH,rape,11:09,2019-10-14,Under Investigation,C4302,-
MANDIR MARG,rape,05:49,2019-07-01,Under Investigation,Unknown,Missing information
MEHRAULI,sexual harassement,05:30,2020-05-10,Closed,C7878,-
SARAI ROHILLA,robbery,03:14,2020-05-07,Under Investigation,C9795,-
GEETA COLONY,rape,06:50,2019-06-29,Under Investigation,C7350,Missing information
TILAK MARG,theft,23:00,2019-08-08,Open,C5711,-
DEFENCE COLONY,robbery,19:15,2020-06-12,Under Investigation,C9358,-
SAFDARJUNG ENCLAVE,assualt murders,14:56,2019-12-27,Closed,Unknown,Missing information
G.T.B. ENCLAVE,robbery,13:50,2019-07-20,Unknown,Unknown,Missing information
GREATER KAILASH,murder,05:49,2020-05-20,Under Investigation,C9439,-
GHAZIPUR,murder,12:12,2020-05-25,Under Investigation,C6458,-
SOUTH CAMPUS,sexual harassement,00:46,2019-10-01,Under Investigation,C7099,-
PULPRAHLAD PUR,sexual harassement,11:07,2019-09-18,Under Investigation,C9504,-
ASHOK VIHAR,gangrape,13:05,2020-03-04,Under Investigation,C6540,-
DWARKA SOUTH,murder,01:53,2019-11-16,Closed,C7278,-
JAHANGIR PURI,rape,00:46,2019-12-30,Under Investigation,C8141,-
VASANT KUNJ SOUTH,assualt murders,21:28,2019-11-15,Unknown,C3492,Missing information
PARSHAD NAGAR,assualt murders,22:46,2020-04-02,Open,Unknown,Missing information
SUNLIGHT COLONY,theft,17:17,2019-10-26,Open,C6511,-
NIHAL VIHAR,assualt murders,02:26,2019-07-18,Open,C3862,-
SADAR BAZAR,murder,19:33,2019-12-28,Closed,C9541,-
KALKAJI,rape,17:06,2020-04-18,Under Investigation,C3682,-
NEW FRIENDS COLONY,rape,22:45,2019-08-08,Open,C5378,-
KALKAJI,gangrape,04:43,2019-11-15,Closed,C3609,-
SHAKARPUR,rape,21:09,2020-02-27,Under Investigation,C4252,-
SHAHBAD DAIRY,murder,02:26,2019-07-17,Under Investigation,C6706,-
KALKAJI,gangrape,00:39,2019-10-22,Closed,C9729,-
DEFENCE COLONY,gangrape,15:56,2020-04-09,Under Investigation,C7612,-
JAMA MASJID,rape,07:26,2019-09-11,Under Investigation,C2670,-
JAMIA NAGAR,gangrape,23:41,2019-07-11,Closed,C4814,-
CHANDNI MAHAL,rape,18:25,2020-01-22,Open,C7592,-
MAYA PURI,murder,14:03,2020-03-30,Open,C4401,-
KOTALA MUBARAK PUR,theft,14:55,2020-06-04,Closed,C5274,-
PUNJABI BAGH,robbery,13:11,2020-02-11,Closed,C8618,-
KESHAV PURAM,murder,14:20,2019-09-20,Open,C3465,-
INDERPURI,sexual harassement,14:49,2019-11-14,Unknown,Unknown,Missing information
DABRI,murder,03:57,2019-08-12,Open,C2064,-
CIVIL LINES,sexual harassement,17:14,2020-01-15,Closed,C2856,Missing information
FARASH BAZAR,gangrape,15:43,2020-02-18,Under Investigation,Unknown,Missing information
FATEHPUR BERI,theft,14:12,2020-06-01,Closed,C8671,-
KHAJURIKHAS,assualt murders,16:14,2019-09-20,Open,C6062,-
H. N. DIN,theft,15:36,2020-01-07,Under Investigation,C1685,Missing information
KANJHAWALA,murder,16:31,2019-10-06,Open,C6987,-
CHITRANJAN PARK,sexual harassement,13:44,2020-02-03,Under Investigation,C6518,-
PANDAV NAGAR,assualt murders,06:13,2019-08-19,Closed,C1583,-
CHHAWLA,murder,16:25,2020-04-03,Open,C7949,-
FARASH BAZAR,robbery,13:03,2019-10-04,Open,C1662,-
KN KATJU MARG,sexual harassement,20:06,2020-04-14,Unknown,C8498,Missing information
BHALSWA DAIRY,rape,11:18,2020-03-21,Closed,C3761,-
JANAK PURI,gangrape,00:37,2019-11-01,Unknown,Unknown,Missing information
BHAJANPURI,robbery,03:12,2020-03-10,Open,C8478,-
JAFFARPUR KALAN,gangrape,10:09,2020-05-16,Open,Unknown,Missing information
KAMLA MARKET,assualt murders,23:33,2020-03-17,Closed,C5702,Missing information
LODHI COLONY,rape,20:58,2019-10-18,Under Investigation,C1620,-
LAJPAT NAGAR,theft,14:07,2019-10-04,Open,C4936,-
KALKAJI,gangrape,17:48,2019-07-15,Open,C2662,-
ROHINI SOUTH,gangrape,10:37,2020-05-09,Under Investigation,C6163,-
RAJOURI GARDEN,theft,12:24,2019-09-12,Under Investigation,C3258,-
KALYANPURI,sexual harassement,21:51,2020-06-09,Under Investigation,C3697,-
JAMA MASJID,theft,15:49,2019-09-02,Under Investigation,C9986,-
